	lon	lat
	23.3002266	37.9713936
	23.3003563	37.9713165
	23.3002794	37.9712779
	23.3002348	37.9712513
	23.3002556	37.9712137
	23.3003769	37.9712459
	23.3005192	37.971262
	23.3005165	37.9713162
	23.3004196	37.9713531
	23.3004943	37.9714419
	23.3006457	37.9714718
	23.3007153	37.9714502
	23.3007624	37.9715026
	23.3009554	37.971524
	23.3011351	37.9714764
	23.3013143	37.97137
	23.3013518	37.9712587
	23.3015165	37.9712611
	23.3014818	37.9713109
	23.3015199	37.9713455
	23.3016253	37.9713555
	23.3016779	37.971256
	23.3017936	37.9711942
	23.3018422	37.971207
	23.3019774	37.9711332
	23.3020264	37.9710691
	23.3023617	37.9709153
	23.3027666	37.9708697
	23.3031107	37.9707958
	23.3033229	37.9708269
	23.3035042	37.970892
	23.3037396	37.9706956
	23.3039186	37.9706308
	23.3040175	37.9705319
	23.3042399	37.9704459
	23.3046152	37.9704112
	23.3047474	37.9704715
	23.304795	37.9705406
	23.3048742	37.9705484
	23.3049817	37.9703556
	23.305163	37.9701627
	23.3052604	37.9701613
	23.3052098	37.9701089
	23.3052024	37.9700565
	23.305253	37.9699731
	23.305306	37.9699581
	23.3054095	37.970038
	23.3055537	37.9700392
	23.3055746	37.9700111
	23.3056799	37.9700478
	23.3056742	37.9701622
	23.3058538	37.9700996
	23.3060497	37.9701492
	23.3059742	37.970288
	23.3060257	37.9703112
	23.3060484	37.9703423
	23.3061513	37.9703296
	23.3061757	37.9703935
	23.3062925	37.9703804
	23.3063843	37.9702959
	23.3065865	37.9702143
	23.3067331	37.970318
	23.3067356	37.9704221
	23.3066888	37.9705066
	23.3067043	37.9705796
	23.306635	37.9705529
	23.3066096	37.9706149
	23.3066154	37.9706604
	23.3067169	37.9707294
	23.306706	37.970827
	23.3067499	37.9708466
	23.3069047	37.97074
	23.3072684	37.970881
	23.3072593	37.9709739
	23.3073549	37.9710232
	23.307378	37.9711146
	23.3074813	37.9710845
	23.3077002	37.9711167
	23.3079453	37.9711812
	23.3080446	37.9712944
	23.308211	37.9713215
	23.3085604	37.9714345
	23.3088724	37.9713854
	23.3089869	37.9714394
	23.3091337	37.9714224
	23.3093346	37.9714102
	23.3095566	37.9713549
	23.3097563	37.9713419
	23.3099374	37.9714024
	23.3099585	37.9714721
	23.3098862	37.9714962
	23.3098487	37.9714813
	23.3098132	37.9715023
	23.3098132	37.971584
	23.3098768	37.9716234
	23.3099496	37.9716762
	23.310007	37.9716778
	23.3100795	37.9717202
	23.3102096	37.9717384
	23.3103126	37.9716959
	23.3103711	37.971748
	23.3105142	37.9717287
	23.3105332	37.9716683
	23.3106727	37.9715719
	23.3107786	37.9715961
	23.310936	37.9713934
	23.3110963	37.9712814
	23.3111853	37.9708499
	23.3112484	37.9708127
	23.311297	37.9708384
